id,user,uid,version,changeset,timestamp
10780861,adrianojbr,2339960,8,49642450,2017-06-18T19:37:00Z
10780972,adrianojbr,2339960,10,49642450,2017-06-18T19:37:01Z
10781043,adrianojbr,2339960,7,41204920,2016-08-03T00:22:55Z
10781049,adrianojbr,2339960,8,49642450,2017-06-18T19:37:01Z
24249937,Victor 2015,2622158,29,57915966,2018-04-08T15:29:08Z
24250046,adrianojbr,2339960,24,52105234,2017-09-16T21:26:43Z
24250059,adrianojbr,2339960,19,52105234,2017-09-16T21:26:43Z
24250256,adrianojbr,2339960,15,52115705,2017-09-17T11:53:17Z
24250774,adrianojbr,2339960,24,52105234,2017-09-16T21:26:43Z
24250809,Victor 2015,2622158,15,57918281,2018-04-08T17:15:46Z
25101656,adrianojbr,2339960,12,33278634,2015-08-11T21:20:49Z
25102117,Victor 2015,2622158,12,54063570,2017-11-25T03:01:33Z
25558539,adrianojbr,2339960,10,49642450,2017-06-18T19:37:02Z
25558622,adrianojbr,2339960,7,54309681,2017-12-03T21:06:29Z
35894592,adrianojbr,2339960,20,65108457,2018-12-02T23:32:10Z
35894593,adrianojbr,2339960,18,52105234,2017-09-16T21:26:43Z
35894594,adrianojbr,2339960,13,52105234,2017-09-16T21:26:44Z
35894595,poeiradasestrelas,4834210,11,54759943,2017-12-19T13:34:46Z
35894596,adrianojbr,2339960,18,52105234,2017-09-16T21:26:44Z
42785950,adrianojbr,2339960,12,59254476,2018-05-24T22:14:12Z
42786090,adrianojbr,2339960,5,49642450,2017-06-18T19:37:04Z
42786251,adrianojbr,2339960,8,49642450,2017-06-18T19:37:05Z
42786411,Victor 2015,2622158,6,54109330,2017-11-27T01:54:37Z
42786462,Tomio,1875819,7,61176358,2018-07-29T23:29:06Z
48000607,adrianojbr,2339960,7,49642450,2017-06-18T19:37:06Z
48000612,adrianojbr,2339960,18,52342617,2017-09-25T02:21:08Z
48000614,adrianojbr,2339960,7,49643167,2017-06-18T20:11:45Z
48000615,adrianojbr,2339960,7,49642450,2017-06-18T19:37:07Z
48000616,adrianojbr,2339960,9,49642450,2017-06-18T19:37:07Z
48000617,adrianojbr,2339960,12,58600336,2018-05-02T02:42:17Z
48000618,adrianojbr,2339960,31,52581171,2017-10-02T23:38:17Z
51432009,adrianojbr,2339960,30,52105234,2017-09-16T21:26:45Z
51432011,adrianojbr,2339960,14,49642450,2017-06-18T19:37:09Z
51432017,adrianojbr,2339960,11,57498602,2018-03-25T00:51:04Z
51653369,adrianojbr,2339960,25,57891523,2018-04-07T13:28:11Z
51714936,André Alvarenga,94659,27,61641124,2018-08-13T23:05:27Z
51714938,adrianojbr,2339960,30,59048778,2018-05-17T12:21:24Z
51714940,adrianojbr,2339960,23,53853363,2017-11-16T19:41:00Z
51714941,adrianojbr,2339960,40,52105234,2017-09-16T21:26:45Z
51714944,poeiradasestrelas,4834210,25,54405601,2017-12-06T16:07:03Z
51714946,adrianojbr,2339960,31,64830979,2018-11-23T19:54:45Z
51714949,André Alvarenga,94659,20,67907540,2019-03-08T02:52:43Z
51714951,poeiradasestrelas,4834210,41,55057743,2017-12-31T13:11:30Z
51714952,adrianojbr,2339960,19,54192802,2017-11-30T01:01:49Z
51714954,adrianojbr,2339960,12,59185769,2018-05-22T16:46:19Z
51714956,adrianojbr,2339960,23,52105234,2017-09-16T21:26:47Z
51835268,adrianojbr,2339960,14,59351952,2018-05-28T22:00:56Z
51835269,André Alvarenga,94659,19,66263542,2019-01-13T00:22:58Z
51965767,adrianojbr,2339960,24,52105234,2017-09-16T21:26:47Z
51966897,André Alvarenga,94659,36,67864093,2019-03-07T00:46:22Z
51966902,adrianojbr,2339960,18,52105234,2017-09-16T21:26:47Z
51966903,adrianojbr,2339960,12,57228787,2018-03-16T01:45:42Z
51968507,adrianojbr,2339960,11,49642450,2017-06-18T19:37:12Z
51968712,adrianojbr,2339960,19,54715649,2017-12-17T22:29:01Z
51968713,adrianojbr,2339960,20,52581171,2017-10-02T23:38:18Z
52014872,André Alvarenga,94659,33,59886472,2018-06-16T00:52:39Z
52014874,poeiradasestrelas,4834210,29,54417134,2017-12-06T23:30:35Z
52014876,poeiradasestrelas,4834210,20,55500318,2018-01-16T17:43:53Z
52014877,adrianojbr,2339960,18,57892215,2018-04-07T14:02:38Z
52014878,adrianojbr,2339960,25,64715745,2018-11-20T22:04:55Z
52014879,adrianojbr,2339960,18,59488216,2018-06-02T15:33:31Z
52014882,adrianojbr,2339960,17,64845389,2018-11-24T14:21:11Z
52014883,adrianojbr,2339960,6,51893169,2017-09-09T22:16:55Z
52014884,poeiradasestrelas,4834210,18,55500318,2018-01-16T17:43:52Z
52014885,adrianojbr,2339960,19,51893169,2017-09-09T22:16:55Z
52014886,André Alvarenga,94659,14,62008581,2018-08-26T14:47:35Z
52014887,adrianojbr,2339960,20,54367778,2017-12-05T14:53:22Z
52014889,André Alvarenga,94659,14,61069789,2018-07-25T22:24:08Z
52014890,adrianojbr,2339960,19,52105234,2017-09-16T21:26:50Z
52014891,adrianojbr,2339960,17,52105234,2017-09-16T21:26:50Z
52014892,André Alvarenga,94659,37,65729027,2018-12-24T03:34:26Z
52015133,adrianojbr,2339960,25,52105234,2017-09-16T21:26:51Z
52015135,adrianojbr,2339960,12,52105234,2017-09-16T21:26:51Z
52054154,adrianojbr,2339960,23,59033471,2018-05-17T00:42:12Z
52054157,adrianojbr,2339960,18,58390324,2018-04-24T21:59:55Z
52054158,adrianojbr,2339960,8,52105234,2017-09-16T21:26:51Z
52054159,adrianojbr,2339960,11,52105234,2017-09-16T21:26:52Z
52054160,adrianojbr,2339960,22,59034427,2018-05-17T02:33:12Z
52054161,adrianojbr,2339960,17,58685409,2018-05-04T16:58:01Z
52054162,adrianojbr,2339960,15,52105234,2017-09-16T21:26:52Z
52054164,adrianojbr,2339960,19,52105234,2017-09-16T21:26:52Z
52054165,adrianojbr,2339960,14,58685409,2018-05-04T16:58:01Z
52054166,André Alvarenga,94659,17,67865353,2019-03-07T01:58:51Z
52054167,adrianojbr,2339960,11,51893169,2017-09-09T22:16:59Z
52054168,adrianojbr,2339960,9,57892215,2018-04-07T14:02:39Z
52135689,adrianojbr,2339960,8,52105234,2017-09-16T21:26:52Z
52136330,André Alvarenga,94659,46,66039702,2019-01-05T04:35:35Z
52136331,adrianojbr,2339960,16,60157018,2018-06-25T17:01:14Z
52136332,adrianojbr,2339960,33,53910608,2017-11-18T20:30:34Z
52136333,André Alvarenga,94659,15,55174906,2018-01-05T02:28:49Z
52136334,adrianojbr,2339960,37,60723453,2018-07-15T01:40:10Z
52136336,André Alvarenga,94659,20,62199322,2018-09-01T14:41:27Z
52136338,André Alvarenga,94659,21,61571284,2018-08-11T17:59:51Z
52136339,adrianojbr,2339960,23,52105234,2017-09-16T21:26:54Z
52136342,adrianojbr,2339960,19,52105234,2017-09-16T21:26:54Z
52136344,adrianojbr,2339960,19,52105234,2017-09-16T21:26:54Z
52136345,André Alvarenga,94659,40,56166601,2018-02-08T02:28:07Z
52136346,adrianojbr,2339960,18,54669827,2017-12-16T01:34:26Z
52136347,adrianojbr,2339960,13,52105234,2017-09-16T21:26:55Z
52136348,adrianojbr,2339960,18,52105234,2017-09-16T21:26:55Z
52136603,adrianojbr,2339960,34,56920676,2018-03-06T02:26:47Z
52136604,adrianojbr,2339960,28,59353547,2018-05-29T00:16:00Z
52136606,adrianojbr,2339960,42,58665348,2018-05-04T02:13:15Z
52136607,adrianojbr,2339960,10,57897240,2018-04-07T18:01:36Z
52136608,André Alvarenga,94659,12,61032683,2018-07-24T18:04:37Z
52136609,adrianojbr,2339960,15,59448423,2018-06-01T03:42:39Z
52174573,adrianojbr,2339960,15,53781697,2017-11-14T19:52:30Z
52174574,adrianojbr,2339960,11,53856148,2017-11-16T21:33:24Z
52237984,adrianojbr,2339960,47,59057195,2018-05-17T17:09:23Z
52238004,André Alvarenga,94659,16,59825924,2018-06-13T22:16:47Z
52238006,adrianojbr,2339960,13,37027920,2016-02-05T20:25:23Z
52238008,André Alvarenga,94659,19,52341531,2017-09-25T00:01:31Z
52241820,adrianojbr,2339960,35,62471047,2018-09-11T01:08:15Z
52241822,adrianojbr,2339960,16,59488216,2018-06-02T15:33:31Z
52241823,adrianojbr,2339960,13,54495558,2017-12-09T20:14:54Z
52241824,adrianojbr,2339960,12,51893169,2017-09-09T22:17:05Z
52241825,adrianojbr,2339960,11,59488216,2018-06-02T15:33:31Z
52241826,adrianojbr,2339960,6,51893169,2017-09-09T22:17:05Z
52241827,adrianojbr,2339960,16,65511989,2018-12-15T23:32:39Z
52241828,adrianojbr,2339960,23,64715745,2018-11-20T22:04:56Z
52241829,André Alvarenga,94659,16,62008581,2018-08-26T14:47:35Z
52241830,adrianojbr,2339960,19,58744067,2018-05-07T02:33:39Z
52241831,adrianojbr,2339960,13,52105234,2017-09-16T21:26:59Z
52241879,adrianojbr,2339960,17,52105234,2017-09-16T21:26:59Z
52241880,adrianojbr,2339960,16,52105234,2017-09-16T21:26:59Z
52242170,André Alvarenga,94659,25,59325184,2018-05-28T01:22:36Z
52242333,André Alvarenga,94659,22,66213773,2019-01-11T02:16:43Z
52242334,adrianojbr,2339960,7,49642450,2017-06-18T19:37:13Z
52242336,André Alvarenga,94659,17,53454814,2017-11-02T15:24:07Z
52242338,André Alvarenga,94659,18,67712913,2019-03-02T12:54:06Z
52404339,adrianojbr,2339960,17,59313935,2018-05-27T13:48:46Z
52430037,adrianojbr,2339960,13,52105234,2017-09-16T21:27:00Z
52430039,André Alvarenga,94659,36,63596102,2018-10-17T02:41:18Z
52430040,André Alvarenga,94659,23,59552444,2018-06-05T00:35:43Z
52430042,adrianojbr,2339960,11,52105234,2017-09-16T21:27:01Z
52430043,adrianojbr,2339960,14,52105234,2017-09-16T21:27:01Z
52430045,André Alvarenga,94659,16,60232356,2018-06-28T01:40:25Z
52430046,adrianojbr,2339960,14,51893169,2017-09-09T22:17:08Z
52430047,André Alvarenga,94659,15,57257618,2018-03-17T03:13:36Z
52430048,André Alvarenga,94659,24,65728496,2018-12-24T02:50:15Z
52432813,André Alvarenga,94659,14,63996476,2018-10-30T02:00:24Z
52432814,adrianojbr,2339960,10,57228787,2018-03-16T01:45:42Z
52433450,adrianojbr,2339960,17,58744067,2018-05-07T02:33:40Z
52433451,adrianojbr,2339960,15,53781697,2017-11-14T19:52:30Z
52433452,adrianojbr,2339960,9,53897768,2017-11-18T11:36:09Z
52433453,adrianojbr,2339960,8,53861094,2017-11-17T00:26:40Z
52433458,adrianojbr,2339960,14,52105234,2017-09-16T21:27:02Z
52433461,adrianojbr,2339960,31,52105234,2017-09-16T21:27:03Z
52433463,adrianojbr,2339960,7,49642450,2017-06-18T19:37:16Z
52433466,adrianojbr,2339960,8,51893169,2017-09-09T22:17:10Z
52433468,adrianojbr,2339960,18,52105234,2017-09-16T21:27:03Z
52433469,adrianojbr,2339960,16,52105234,2017-09-16T21:27:03Z
52433471,adrianojbr,2339960,19,51893169,2017-09-09T22:17:11Z
52434121,André Alvarenga,94659,25,65729027,2018-12-24T03:34:27Z
52434123,adrianojbr,2339960,19,52105234,2017-09-16T21:27:03Z
52434125,adrianojbr,2339960,28,52105234,2017-09-16T21:27:04Z
52434126,adrianojbr,2339960,19,51893169,2017-09-09T22:17:12Z
52434128,adrianojbr,2339960,11,52105234,2017-09-16T21:27:04Z
52434131,adrianojbr,2339960,15,60157018,2018-06-25T17:01:14Z
52434132,André Alvarenga,94659,24,59886639,2018-06-16T01:18:25Z
52434133,adrianojbr,2339960,33,52105234,2017-09-16T21:27:04Z
52434134,adrianojbr,2339960,11,51893169,2017-09-09T22:17:13Z
52434135,André Alvarenga,94659,12,59886639,2018-06-16T01:18:25Z
52434136,André Alvarenga,94659,12,59886639,2018-06-16T01:18:26Z
52549288,adrianojbr,2339960,18,59615993,2018-06-06T22:04:08Z
52549289,André Alvarenga,94659,14,67907540,2019-03-08T02:52:43Z
52549290,adrianojbr,2339960,35,52105234,2017-09-16T21:27:05Z
52549291,adrianojbr,2339960,9,49602457,2017-06-16T21:09:26Z
53144878,adrianojbr,2339960,9,59586331,2018-06-06T02:55:19Z
53144879,adrianojbr,2339960,11,59586331,2018-06-06T02:55:19Z
53144880,adrianojbr,2339960,17,58741755,2018-05-06T22:24:29Z
53144881,adrianojbr,2339960,12,68266347,2019-03-18T17:29:34Z
53144882,adrianojbr,2339960,9,59351952,2018-05-28T22:00:56Z
53144883,André Alvarenga,94659,25,61312961,2018-08-03T00:34:02Z
53144884,André Alvarenga,94659,25,57303858,2018-03-19T00:47:31Z
53144887,André Alvarenga,94659,27,66383155,2019-01-17T04:24:25Z
53144888,adrianojbr,2339960,23,52105234,2017-09-16T21:27:06Z
53144889,adrianojbr,2339960,10,49642450,2017-06-18T19:37:17Z
53144890,adrianojbr,2339960,8,49642450,2017-06-18T19:37:17Z
53144892,adrianojbr,2339960,15,53910482,2017-11-18T20:23:06Z
53144894,André Alvarenga,94659,23,64098990,2018-11-02T02:59:54Z
53144895,André Alvarenga,94659,14,64426376,2018-11-13T02:04:07Z
53144897,André Alvarenga,94659,8,67974070,2019-03-09T22:58:45Z
53144898,André Alvarenga,94659,13,66243238,2019-01-12T02:55:57Z
53144901,adrianojbr,2339960,20,52105234,2017-09-16T21:27:07Z
53505654,adrianojbr,2339960,22,52105234,2017-09-16T21:27:07Z
53505655,adrianojbr,2339960,17,52105234,2017-09-16T21:27:07Z
53505656,adrianojbr,2339960,20,60451605,2018-07-06T02:20:58Z
53505657,André Alvarenga,94659,34,66980991,2019-02-07T01:37:51Z
53505677,André Alvarenga,94659,16,66860637,2019-02-02T17:28:50Z
53505684,adrianojbr,2339960,18,52105234,2017-09-16T21:27:08Z
53505687,adrianojbr,2339960,20,52581171,2017-10-02T23:38:19Z
53505688,fbello,79543,22,60549263,2018-07-09T18:32:44Z
53505691,André Alvarenga,94659,21,63077297,2018-09-30T22:18:21Z
53505695,adrianojbr,2339960,15,52105234,2017-09-16T21:27:09Z
53505700,daltux,591237,16,66584010,2019-01-23T23:16:13Z
53505710,André Alvarenga,94659,21,59886639,2018-06-16T01:18:26Z
53505711,André Alvarenga,94659,11,59886639,2018-06-16T01:18:26Z
53505712,adrianojbr,2339960,10,52105234,2017-09-16T21:27:09Z
53505713,adrianojbr,2339960,10,52105234,2017-09-16T21:27:09Z
53505714,adrianojbr,2339960,13,52105234,2017-09-16T21:27:09Z
53505715,adrianojbr,2339960,14,52105234,2017-09-16T21:27:10Z
53772542,André Alvarenga,94659,15,64029667,2018-10-31T02:11:31Z
53772543,adrianojbr,2339960,14,53910482,2017-11-18T20:23:06Z
53831114,adrianojbr,2339960,13,52105234,2017-09-16T21:27:10Z
53831115,adrianojbr,2339960,9,52105234,2017-09-16T21:27:10Z
53831477,adrianojbr,2339960,15,59323562,2018-05-27T22:40:08Z
53831478,adrianojbr,2339960,12,59323562,2018-05-27T22:40:09Z
53831673,André Alvarenga,94659,26,66061978,2019-01-06T03:30:17Z
53831674,adrianojbr,2339960,11,52105234,2017-09-16T21:27:11Z
53831675,adrianojbr,2339960,12,58684765,2018-05-04T16:33:21Z
53831676,adrianojbr,2339960,24,51893169,2017-09-09T22:17:21Z
54006920,adrianojbr,2339960,24,52105234,2017-09-16T21:27:11Z
54006924,daltux,591237,13,66584010,2019-01-23T23:16:13Z
54006925,adrianojbr,2339960,7,47384439,2017-04-02T15:10:35Z
54006926,adrianojbr,2339960,12,52105234,2017-09-16T21:27:11Z
54006928,adrianojbr,2339960,16,51893169,2017-09-09T22:17:21Z
54006929,adrianojbr,2339960,11,51893169,2017-09-09T22:17:21Z
54019212,adrianojbr,2339960,16,51893169,2017-09-09T22:17:22Z
54019213,adrianojbr,2339960,32,58744067,2018-05-07T02:33:40Z
54019214,adrianojbr,2339960,11,49247266,2017-06-04T17:00:48Z
54019215,adrianojbr,2339960,18,59002411,2018-05-16T03:14:04Z
54019216,adrianojbr,2339960,19,51893169,2017-09-09T22:17:22Z
54019217,adrianojbr,2339960,21,59404661,2018-05-30T17:07:15Z
54019219,adrianojbr,2339960,7,49642450,2017-06-18T19:37:19Z
54019220,adrianojbr,2339960,6,49642450,2017-06-18T19:37:19Z
54019221,adrianojbr,2339960,11,51893169,2017-09-09T22:17:22Z
54020671,adrianojbr,2339960,14,52581171,2017-10-02T23:38:19Z
54454465,adrianojbr,2339960,11,59323562,2018-05-27T22:40:09Z
54454466,adrianojbr,2339960,9,59323562,2018-05-27T22:40:09Z
54454467,adrianojbr,2339960,12,59323562,2018-05-27T22:40:09Z
54454468,adrianojbr,2339960,16,60110609,2018-06-24T00:03:25Z
54454469,André Alvarenga,94659,9,67865353,2019-03-07T01:58:51Z
54454470,adrianojbr,2339960,15,60157018,2018-06-25T17:01:14Z
54454472,adrianojbr,2339960,9,66971400,2019-02-06T17:48:25Z
54454473,adrianojbr,2339960,14,49602457,2017-06-16T21:09:26Z
54454477,adrianojbr,2339960,14,58852850,2018-05-10T14:47:50Z
54454479,adrianojbr,2339960,9,59323562,2018-05-27T22:40:10Z
54454480,adrianojbr,2339960,9,59323562,2018-05-27T22:40:10Z
54454481,adrianojbr,2339960,7,58689901,2018-05-04T19:56:29Z
54454482,adrianojbr,2339960,10,58689901,2018-05-04T19:56:29Z
54454484,adrianojbr,2339960,10,59323562,2018-05-27T22:40:10Z
54459248,adrianojbr,2339960,22,54298223,2017-12-03T13:52:55Z
54459249,André Alvarenga,94659,12,65903226,2018-12-31T03:50:52Z
54459250,Victor 2015,2622158,6,54192379,2017-11-30T00:10:06Z
54459251,Victor 2015,2622158,8,54189351,2017-11-29T21:17:52Z
54459252,adrianojbr,2339960,19,52105234,2017-09-16T21:27:13Z
54459254,adrianojbr,2339960,15,58742542,2018-05-06T23:31:48Z
54459255,André Alvarenga,94659,9,67717434,2019-03-02T16:17:08Z
54459573,adrianojbr,2339960,13,58376398,2018-04-24T14:50:06Z
54459574,André Alvarenga,94659,12,62472117,2018-09-11T02:48:11Z
54459576,André Alvarenga,94659,10,62472117,2018-09-11T02:48:11Z
54459577,adrianojbr,2339960,5,49642450,2017-06-18T19:37:20Z
54459578,adrianojbr,2339960,5,47384439,2017-04-02T15:10:37Z
54459579,adrianojbr,2339960,6,49642450,2017-06-18T19:37:20Z
54459580,adrianojbr,2339960,14,52608753,2017-10-03T21:06:40Z
54460178,adrianojbr,2339960,7,59351952,2018-05-28T22:00:57Z
54582537,André Alvarenga,94659,16,66382547,2019-01-17T03:46:17Z
54582538,André Alvarenga,94659,12,57078947,2018-03-11T11:40:47Z
54582539,adrianojbr,2339960,11,49642450,2017-06-18T19:37:20Z
54582540,adrianojbr,2339960,14,52105234,2017-09-16T21:27:14Z
54582541,adrianojbr,2339960,15,57046064,2018-03-09T22:16:04Z
54582542,adrianojbr,2339960,16,51893169,2017-09-09T22:17:25Z
54582543,André Alvarenga,94659,8,66039702,2019-01-05T04:35:36Z
54673006,daltux,591237,14,66584010,2019-01-23T23:16:13Z
54673008,adrianojbr,2339960,8,51893169,2017-09-09T22:17:26Z
54673009,adrianojbr,2339960,7,51893169,2017-09-09T22:17:26Z
54673010,adrianojbr,2339960,13,51893169,2017-09-09T22:17:26Z
54674538,André Alvarenga,94659,14,59514475,2018-06-03T17:41:36Z
54674539,adrianojbr,2339960,7,59351952,2018-05-28T22:00:57Z
54674541,adrianojbr,2339960,9,53856148,2017-11-16T21:33:25Z
54674542,adrianojbr,2339960,9,52105234,2017-09-16T21:27:14Z
54674543,André Alvarenga,94659,23,57442124,2018-03-23T02:09:12Z
54674544,adrianojbr,2339960,4,54495558,2017-12-09T20:14:55Z
54674545,adrianojbr,2339960,7,60322079,2018-07-01T13:36:16Z
54674546,adrianojbr,2339960,7,59492476,2018-06-02T19:19:03Z
54674547,adrianojbr,2339960,13,52105234,2017-09-16T21:27:15Z
54674548,adrianojbr,2339960,11,52105234,2017-09-16T21:27:15Z
54674549,André Alvarenga,94659,12,62203801,2018-09-01T18:04:03Z
54674550,André Alvarenga,94659,13,61312961,2018-08-03T00:34:02Z
54674551,adrianojbr,2339960,14,52608753,2017-10-03T21:06:40Z
54674552,adrianojbr,2339960,13,57047617,2018-03-09T23:36:17Z
54674553,adrianojbr,2339960,16,58743869,2018-05-07T02:06:12Z
54674798,adrianojbr,2339960,15,65511989,2018-12-15T23:32:39Z
54929159,André Alvarenga,94659,8,55538114,2018-01-18T03:19:52Z
54929160,André Alvarenga,94659,5,55538114,2018-01-18T03:19:52Z
54929354,adrianojbr,2339960,18,52105234,2017-09-16T21:27:16Z
54929660,André Alvarenga,94659,14,66860637,2019-02-02T17:28:50Z
54929661,André Alvarenga,94659,9,60716328,2018-07-14T17:06:29Z
54929921,adrianojbr,2339960,7,49642450,2017-06-18T19:37:22Z
54929922,adrianojbr,2339960,7,49642450,2017-06-18T19:37:22Z
54929923,adrianojbr,2339960,10,51893169,2017-09-09T22:17:29Z
54930080,André Alvarenga,94659,17,59886639,2018-06-16T01:18:26Z
54930081,adrianojbr,2339960,7,49642450,2017-06-18T19:37:22Z
54930082,adrianojbr,2339960,9,51893169,2017-09-09T22:17:29Z
54930190,adrianojbr,2339960,11,59351952,2018-05-28T22:00:57Z
54930191,adrianojbr,2339960,15,58684765,2018-05-04T16:33:21Z
54930192,adrianojbr,2339960,11,54367778,2017-12-05T14:53:22Z
54930449,adrianojbr,2339960,14,52608980,2017-10-03T21:20:00Z
54930450,André Alvarenga,94659,8,66645847,2019-01-25T22:52:41Z
54930451,adrianojbr,2339960,7,49642450,2017-06-18T19:37:23Z
54930452,André Alvarenga,94659,8,56134004,2018-02-07T01:06:17Z
54930453,André Alvarenga,94659,11,59682887,2018-06-09T04:14:57Z
54930454,André Alvarenga,94659,6,65796224,2018-12-26T21:38:29Z
54930455,adrianojbr,2339960,5,49642450,2017-06-18T19:37:23Z
55058328,André Alvarenga,94659,18,66658169,2019-01-26T16:04:55Z
55207094,adrianojbr,2339960,3,49642450,2017-06-18T19:37:24Z
55334602,adrianojbr,2339960,7,49642450,2017-06-18T19:37:24Z
55334603,adrianojbr,2339960,5,49642450,2017-06-18T19:37:24Z
55334604,adrianojbr,2339960,6,49642450,2017-06-18T19:37:24Z
55334605,André Alvarenga,94659,8,57851841,2018-04-06T02:43:30Z
55334606,adrianojbr,2339960,10,57897240,2018-04-07T18:01:37Z
55334607,adrianojbr,2339960,14,64845389,2018-11-24T14:21:11Z
55334608,adrianojbr,2339960,5,53897768,2017-11-18T11:36:09Z
55334609,adrianojbr,2339960,7,49642450,2017-06-18T19:37:24Z
55334610,adrianojbr,2339960,12,57985670,2018-04-10T21:23:22Z
55334640,adrianojbr,2339960,5,49642450,2017-06-18T19:37:25Z
55412017,adrianojbr,2339960,9,49642450,2017-06-18T19:37:25Z
55412018,André Alvarenga,94659,15,67671422,2019-03-01T03:36:25Z
55412019,adrianojbr,2339960,3,49642450,2017-06-18T19:37:25Z
55412020,André Alvarenga,94659,9,66263287,2019-01-12T23:59:38Z
55412021,André Alvarenga,94659,8,64030177,2018-10-31T02:56:42Z
55412022,adrianojbr,2339960,4,49642450,2017-06-18T19:37:25Z
55412023,adrianojbr,2339960,9,52105234,2017-09-16T21:27:17Z
55480782,adrianojbr,2339960,10,59820808,2018-06-13T19:12:53Z
55480784,adrianojbr,2339960,9,59316117,2018-05-27T15:33:06Z
55480785,adrianojbr,2339960,10,59324753,2018-05-28T00:38:07Z
55480786,adrianojbr,2339960,18,58005813,2018-04-11T14:46:12Z
55480787,adrianojbr,2339960,16,58005813,2018-04-11T14:46:12Z
55480788,adrianojbr,2339960,9,58852850,2018-05-10T14:47:49Z
55480789,adrianojbr,2339960,7,49844426,2017-06-26T19:26:21Z
55480790,adrianojbr,2339960,13,59221886,2018-05-23T19:21:13Z
55480791,André Alvarenga,94659,10,64954820,2018-11-28T00:19:08Z
55480793,daltux,591237,12,66583824,2019-01-23T22:59:32Z
55480794,adrianojbr,2339960,8,49642450,2017-06-18T19:37:26Z
55480795,adrianojbr,2339960,4,49642450,2017-06-18T19:37:26Z
55480796,adrianojbr,2339960,4,49642450,2017-06-18T19:37:26Z
55480797,André Alvarenga,94659,9,64029667,2018-10-31T02:11:31Z
55480799,André Alvarenga,94659,8,67713712,2019-03-02T13:33:11Z
55480800,adrianojbr,2339960,9,49642450,2017-06-18T19:37:26Z
55480801,adrianojbr,2339960,4,47565550,2017-04-08T11:43:37Z
55480802,André Alvarenga,94659,10,64953286,2018-11-27T22:26:17Z
55880796,André Alvarenga,94659,20,61975506,2018-08-25T03:20:49Z
55880797,André Alvarenga,94659,14,61975506,2018-08-25T03:20:49Z
55880798,adrianojbr,2339960,8,49642450,2017-06-18T19:37:27Z
55880799,adrianojbr,2339960,12,49642450,2017-06-18T19:37:27Z
55880800,André Alvarenga,94659,11,56852066,2018-03-03T17:08:48Z
58673269,adrianojbr,2339960,20,52105234,2017-09-16T21:27:19Z
58673272,adrianojbr,2339960,14,51893169,2017-09-09T22:17:32Z
58673548,adrianojbr,2339960,26,52105234,2017-09-16T21:27:19Z
58673550,adrianojbr,2339960,23,52105234,2017-09-16T21:27:19Z
58673551,adrianojbr,2339960,9,64855573,2018-11-24T22:45:20Z
58673552,adrianojbr,2339960,6,51893169,2017-09-09T22:17:33Z
58673553,adrianojbr,2339960,5,51893169,2017-09-09T22:17:33Z
58673554,adrianojbr,2339960,33,52105234,2017-09-16T21:27:19Z
58675235,adrianojbr,2339960,10,59323562,2018-05-27T22:40:11Z
58675236,adrianojbr,2339960,9,51893169,2017-09-09T22:17:33Z
58675238,adrianojbr,2339960,8,51893169,2017-09-09T22:17:33Z
58675239,adrianojbr,2339960,26,60669478,2018-07-13T03:06:54Z
58675241,daltux,591237,9,66584010,2019-01-23T23:16:13Z
58675242,adrianojbr,2339960,12,63497770,2018-10-14T01:23:59Z
58675243,adrianojbr,2339960,12,63497770,2018-10-14T01:23:59Z
58675244,adrianojbr,2339960,18,62408911,2018-09-08T18:39:07Z
58675247,André Alvarenga,94659,15,58462082,2018-04-27T02:58:50Z
58675249,André Alvarenga,94659,11,63077817,2018-09-30T23:09:00Z
60090637,André Alvarenga,94659,8,61069390,2018-07-25T21:55:28Z
60090638,André Alvarenga,94659,13,62714546,2018-09-19T02:23:56Z
60090639,André Alvarenga,94659,11,64028718,2018-10-31T00:54:35Z
60090640,Tomio,1875819,12,52195545,2017-09-19T23:30:37Z
60090641,André Alvarenga,94659,13,62714430,2018-09-19T02:14:33Z
60146427,fbello,79543,26,60549263,2018-07-09T18:32:44Z
60146428,André Alvarenga,94659,12,65945915,2019-01-02T00:38:42Z
60146429,André Alvarenga,94659,16,65945915,2019-01-02T00:38:42Z
60146430,André Alvarenga,94659,4,61245923,2018-08-01T01:35:09Z
60146431,André Alvarenga,94659,9,60724439,2018-07-15T04:23:17Z
60146432,fbello,79543,10,60549263,2018-07-09T18:32:45Z
60146433,fbello,79543,10,60549263,2018-07-09T18:32:45Z
60146435,fbello,79543,15,60549263,2018-07-09T18:32:45Z
60146436,fbello,79543,16,60549263,2018-07-09T18:32:46Z
60146437,adrianojbr,2339960,8,52105234,2017-09-16T21:27:22Z
60191490,adrianojbr,2339960,12,60110609,2018-06-24T00:03:25Z
60193956,adrianojbr,2339960,10,57498602,2018-03-25T00:51:04Z
60252534,adrianojbr,2339960,7,63079500,2018-10-01T02:08:38Z
60252535,adrianojbr,2339960,15,53861094,2017-11-17T00:26:41Z
60252536,adrianojbr,2339960,16,56920676,2018-03-06T02:26:47Z
60252537,adrianojbr,2339960,8,59438127,2018-05-31T17:11:58Z
60252538,André Alvarenga,94659,23,66436950,2019-01-18T18:47:33Z
60252540,poeiradasestrelas,4834210,19,54796786,2017-12-20T20:19:40Z
60252541,adrianojbr,2339960,10,59445199,2018-05-31T22:26:31Z
